,ENPH,FSLR,ICLN,NEE,SEDG,SPY,XLE
2022-11-11,292.010009765625,150.4199981689453,19.43410301208496,75.44791412353516,288.9100036621094,380.2842712402344,41.3695068359375
2022-11-14,297.94000244140625,153.6300048828125,19.263042449951172,73.9536361694336,284.010009765625,377.04931640625,41.35618591308594
2022-11-15,300.7300109863281,159.6300048828125,19.614660263061523,75.08566284179688,287.9700012207031,380.2651672363281,41.79151916503906
2022-11-16,305.17999267578125,158.5800018310547,19.40559196472168,76.36260986328125,289.760009765625,377.3642272949219,40.93862533569336
2022-11-17,312.9599914550781,164.97999572753906,19.50062370300293,74.5785140991211,299.2099914550781,376.20953369140625,41.027462005615234
2022-11-18,311.94000244140625,166.60000610351562,19.472116470336914,75.34828186035156,306.3900146484375,377.9176940917969,40.703189849853516
2022-11-21,308.1000061035156,165.38999938964844,19.329565048217773,75.71053314208984,301.4100036621094,376.5435791015625,40.152374267578125
2022-11-22,320.44000244140625,167.66000366210938,19.576648712158203,76.17241668701172,309.17999267578125,381.6106872558594,41.409488677978516
2022-11-23,315.7799987792969,169.47000122070312,19.785720825195312,77.29656219482422,306.25,384.0154113769531,40.960838317871094
2022-11-25,319.4200134277344,171.42999267578125,19.766714096069336,77.67884826660156,301.9100036621094,383.9295654296875,40.8098030090332
2022-11-28,312.2099914550781,165.6199951171875,19.40559196472168,76.21338653564453,295.45001220703125,377.80316162109375,39.69038391113281
2022-11-29,303.3900146484375,161.80999755859375,19.301055908203125,75.08470153808594,290.8500061035156,377.1542663574219,40.290077209472656
2022-11-30,320.5899963378906,172.52999877929688,20.108829498291016,77.0962905883789,298.8599853515625,389.03485107421875,40.48997116088867
2022-12-01,314.0,168.5399932861328,19.918764114379883,77.2146224975586,295.7699890136719,388.7486572265625,40.35670852661133
2022-12-02,336.0,168.32000732421875,20.213367462158203,77.55140686035156,308.7699890136719,388.30010986328125,40.11682891845703
2022-12-05,335.82000732421875,167.13999938964844,19.9567813873291,77.50590515136719,314.05999755859375,381.3148193359375,38.92633819580078
2022-12-06,309.7300109863281,157.47000122070312,19.53863525390625,77.53321075439453,298.9800109863281,375.81829833984375,37.90020751953125
2022-12-07,317.04998779296875,154.74000549316406,19.462608337402344,77.63333129882812,310.7900085449219,375.1789855957031,37.811363220214844
2022-12-08,319.8699951171875,152.7100067138672,19.614660263061523,78.0611343383789,315.510009765625,378.1180114746094,37.6425666809082
2022-12-09,319.54998779296875,150.9600067138672,19.557641983032227,76.9233627319336,314.79998779296875,375.2934265136719,36.72749328613281
2022-12-12,320.8599853515625,150.27999877929688,19.738204956054688,78.78022766113281,314.9100036621094,380.7041320800781,37.69142532348633
2022-12-13,325.989990234375,157.0800018310547,19.972389221191406,79.32635498046875,327.6400146484375,383.58599853515625,38.40660858154297
2022-12-14,332.79998779296875,160.08999633789062,20.20086097717285,79.23534393310547,335.6099853515625,381.133544921875,38.171180725097656
2022-12-15,314.05999755859375,159.41000366210938,19.78199577331543,78.10663604736328,327.30999755859375,371.8103332519531,37.9401969909668
2022-12-16,303.3900146484375,155.0800018310547,19.429763793945312,76.5865707397461,320.5299987792969,367.420654296875,37.4737663269043
2022-12-19,305.010009765625,156.77000427246094,19.2203311920166,76.02223205566406,309.5799865722656,364.30517578125,37.46928024291992
2022-12-20,302.07000732421875,156.58999633789062,19.1917724609375,76.02223205566406,309.8999938964844,364.8036804199219,38.034751892089844
2022-12-21,317.1000061035156,162.05999755859375,19.467844009399414,77.05078887939453,323.1600036621094,370.25830078125,38.757293701171875
2022-12-22,298.8699951171875,156.88999938964844,19.134653091430664,75.8583755493164,311.4599914550781,364.9761657714844,37.86420440673828
2022-12-23,293.95001220703125,156.75,19.02993392944336,76.6138687133789,310.1499938964844,367.07562255859375,39.07145690917969
